ufn,sample_type,sample_id,storage_medium,container_id,container_cell,sample_location,qaqc,comments_sample,sample_status,quality_log
U4005,otolith,SOT4405,Dry,BOTHE3,21,BOTHE3-21,TRUE,1 broken otolith,NA,NA
U4203,otolith,SOT4603,Dry,BOTSO35,21,BOTSO35-21,TRUE,NA,NA,NA
U4203,scale,U4203,Dry,BSC69,41,BSC69-41,TRUE,NA,NA,NA
U4006,otolith,SOT4406,Dry,BOTHE3,23,BOTHE3-23,TRUE,NA,NA,NA
U4203,genetic_stock_id,DS00258,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4204,RNA,U4204,Frozen -80,BRNA40,E2,BRNA40-E2,TRUE,NA,NA,NA
U4204,isotope,SIS4604,Frozen -20,BISSO47,16,BISSO47-16,FALSE,NA,NA,NA
U4205,fatty_acid,SFA4605,Frozen -80,BFASO41,98,BFASO41-98,FALSE,NA,NA,NA
U4204,otolith,SOT4604,Dry,BOTSO35,23,BOTSO35-23,TRUE,NA,NA,NA
U4204,scale,U4204,Dry,BSC69,42,BSC69-42,TRUE,NA,NA,NA
U4007,otolith,SOT4407,Dry,BOTHE3,25,BOTHE3-25,TRUE,NA,NA,NA
U4204,genetic_stock_id,DS00261,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4205,RNA,U4205,Frozen -80,BRNA40,D2,BRNA40-D2,TRUE,NA,NA,NA
U4206,isotope,SIS4606,Frozen -20,BISSO47,72,BISSO47-72,FALSE,NA,NA,NA
U4205,isotope,SIS4605,Frozen -20,BISSO47,68,BISSO47-68,TRUE,NA,NA,NA
U4008,otolith,SOT4408,Dry,BOTHE3,27,BOTHE3-27,TRUE,1 broken otolith,NA,NA
U4205,otolith,SOT4605,Dry,BOTSO35,25,BOTSO35-25,TRUE,NA,NA,NA
U4205,scale,U4205,Dry,BSC69,43,BSC69-43,TRUE,NA,NA,NA
U4009,otolith,SOT4409,Dry,BOTHE3,29,BOTHE3-29,TRUE,NA,NA,NA
U4205,sealice_cal,SLC4605,Frozen -80,BLC1,32,BLC1-32,TRUE,NA,NA,NA
U4205,genetic_stock_id,DS00562,Whatman Sheet,DW16,NA,DW16-NA,TRUE,NA,NA,NA
U4206,RNA,U4206,Frozen -80,BRNA40,C2,BRNA40-C2,TRUE,NA,NA,NA
U4206,fatty_acid,SFA4606,Frozen -80,BFASO42,1,BFASO42-1,TRUE,NA,NA,NA
U4208,isotope,SIS4608,Frozen -20,BISSO47,74,BISSO47-74,FALSE,NA,NA,NA
U4010,otolith,SOT4410,Dry,BOTHE3,32,BOTHE3-32,TRUE,NA,NA,NA
U4206,otolith,SOT4606,Dry,BOTSO35,27,BOTSO35-27,TRUE,NA,NA,NA
U4206,scale,U4206,Dry,BSC69,44,BSC69-44,TRUE,NA,NA,NA
U4011,otolith,SOT4411,Dry,BOTHE3,34,BOTHE3-34,TRUE,1 broken otolith,NA,NA
U4206,sealice_cal,SLC4606,Frozen -80,BLC1,34,BLC1-34,TRUE,NA,NA,NA
U4206,genetic_stock_id,DS00543,Whatman Sheet,DW16,NA,DW16-NA,TRUE,NA,NA,NA
U4207,RNA,U4207,Frozen -80,BRNA40,B2,BRNA40-B2,TRUE,NA,NA,NA
U4207,fatty_acid,SFA4607,Frozen -80,BFASO42,5,BFASO42-5,TRUE,NA,NA,NA
U4207,isotope,SIS4607,Frozen -20,BISSO47,73,BISSO47-73,TRUE,NA,NA,NA
U4012,otolith,SOT4412,Dry,BOTHE3,36,BOTHE3-36,TRUE,NA,NA,NA
U4207,otolith,SOT4607,Dry,BOTSO35,29,BOTSO35-29,TRUE,NA,NA,NA
U4207,scale,U4207,Dry,BSC69,45,BSC69-45,TRUE,NA,NA,NA
U4013,otolith,SOT4413,Dry,BOTHE3,38,BOTHE3-38,TRUE,1 otolith (1 other broken),NA,NA
U4207,genetic_stock_id,DS00542,Whatman Sheet,DW16,NA,DW16-NA,TRUE,NA,NA,NA
U4208,RNA,U4208,Frozen -80,BRNA40,A2,BRNA40-A2,TRUE,NA,NA,NA
U4208,fatty_acid,SFA4608,Frozen -80,BFASO42,7,BFASO42-7,TRUE,NA,NA,NA
U4211,isotope,SIS4611,Frozen -20,BISSO40,29,BISSO40-29,FALSE,NA,NA,NA
U4014,otolith,SOT4414,Dry,BOTHE3,40,BOTHE3-40,TRUE,NA,NA,NA
U4208,otolith,SOT4608,Dry,BOTSO35,32,BOTSO35-32,TRUE,NA,NA,NA
U4208,scale,U4208,Dry,BSC69,46,BSC69-46,TRUE,NA,NA,NA
U4015,otolith,SOT4415,Dry,BOTHE3,41,BOTHE3-41,TRUE,NA,NA,NA
U4208,sealice_cal,SLC4608,Frozen -80,BLC1,36,BLC1-36,TRUE,NA,NA,NA
U4208,genetic_stock_id,DS00559,Whatman Sheet,DW16,NA,DW16-NA,TRUE,NA,NA,NA
U4209,RNA,U4209,Frozen -80,BRNA40,H10,BRNA40-H10,TRUE,NA,NA,NA
U4209,fatty_acid,SFA4609,Frozen -80,BFASO42,78,BFASO42-78,TRUE,NA,NA,NA
U4209,isotope,SIS4609,Frozen -20,BISSO40,22,BISSO40-22,TRUE,NA,NA,NA
U4016,otolith,SOT4416,Dry,BOTHE3,43,BOTHE3-43,TRUE,NA,NA,NA
U4209,otolith,SOT4609,Dry,BOTSO35,34,BOTSO35-34,TRUE,NA,NA,NA
U4209,scale,U4209,Dry,BSC69,48,BSC69-48,TRUE,NA,NA,NA
U1188,otolith,SOT1377,Dry,BOTPI2,A1,BOTPI2-A1,TRUE,NA,NA,NA
U4209,genetic_stock_id,DS00461,Whatman Sheet,DW18,NA,DW18-NA,TRUE,NA,NA,NA
U4210,RNA,U4210,Frozen -80,BRNA40,G10,BRNA40-G10,TRUE,NA,NA,NA
U4210,fatty_acid,SFA4610,Frozen -80,BFASO42,81,BFASO42-81,TRUE,NA,NA,NA
U4210,isotope,SIS4610,Frozen -20,BISSO40,24,BISSO40-24,TRUE,NA,NA,NA
U1189,otolith,SOT1378,Dry,BOTPI2,A2,BOTPI2-A2,TRUE,NA,NA,NA
U4210,otolith,SOT4610,Dry,BOTSO35,36,BOTSO35-36,TRUE,NA,NA,NA
U4210,scale,U4210,Dry,BSC69,49,BSC69-49,TRUE,NA,NA,NA
U1190,otolith,SOT1379,Dry,BOTPI2,A3,BOTPI2-A3,TRUE,NA,NA,NA
U4210,genetic_stock_id,DS00468,Whatman Sheet,DW18,NA,DW18-NA,TRUE,NA,NA,NA
U4211,RNA,U4211,Frozen -80,BRNA40,F10,BRNA40-F10,TRUE,NA,NA,NA
U4211,fatty_acid,SFA4611,Frozen -80,BFASO42,92,BFASO42-92,TRUE,NA,NA,NA
U4225,isotope,SIS4625,Frozen -20,BISSO47,1,BISSO47-1,FALSE,NA,NA,NA
U1375,otolith,SOT1387,Dry,BOTPI2,A10,BOTPI2-A10,TRUE,1 otolith,NA,NA
U4211,otolith,SOT4611,Dry,BOTSO35,38,BOTSO35-38,TRUE,NA,NA,NA
U4211,scale,U4211,Dry,BSC69,50,BSC69-50,TRUE,NA,NA,NA
U1376,otolith,SOT1388,Dry,BOTPI2,A12,BOTPI2-A12,TRUE,NA,NA,NA
U4211,genetic_stock_id,DS00480,Whatman Sheet,DW18,NA,DW18-NA,TRUE,NA,NA,NA
U4212,RNA,U4212,Frozen -80,BRNA40,E10,BRNA40-E10,TRUE,Heart RNA is contaminated,NA,NA
U4212,fatty_acid,SFA4612,Frozen -80,BFASO42,98,BFASO42-98,TRUE,NA,NA,NA
U4212,isotope,SIS4612,Frozen -20,BISSO40,33,BISSO40-33,TRUE,NA,NA,NA
U1401,otolith,SOT1386,Dry,BOTPI2,A4,BOTPI2-A4,TRUE,NA,NA,NA
U4212,otolith,SOT4612,Dry,BOTSO35,40,BOTSO35-40,TRUE,NA,NA,NA
U4212,scale,U4212,Dry,BSC69,47,BSC69-47,TRUE,NA,NA,NA
U1402,otolith,SOT1396,Dry,BOTPI2,A5,BOTPI2-A5,TRUE,NA,NA,NA
U4212,genetic_stock_id,DS00457,Whatman Sheet,DW18,NA,DW18-NA,TRUE,NA,NA,NA
U4213,RNA,U4213,Frozen -80,BRNA40,D10,BRNA40-D10,TRUE,NA,NA,NA
U4213,fatty_acid,SFA4613,Frozen -80,BFASO43,38,BFASO43-38,TRUE,NA,NA,NA
U4213,isotope,SIS4613,Frozen -20,BISSO48,55,BISSO48-55,TRUE,NA,NA,NA
U1403,otolith,SOT1397,Dry,BOTPI2,A6,BOTPI2-A6,TRUE,NA,NA,NA
U4213,otolith,SOT4613,Dry,BOTSO35,41,BOTSO35-41,TRUE,NA,NA,NA
U4213,scale,U4213,Dry,BSC129,1,BSC129-1,TRUE,NA,NA,NA
U1404,otolith,SOT1398,Dry,BOTPI2,A7,BOTPI2-A7,TRUE,NA,NA,NA
U4213,sealice_cal,SLC4613,Frozen -80,BLC1,69,BLC1-69,TRUE,NA,NA,NA
U4213,genetic_stock_id,JS00437,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4214,RNA,U4214,Frozen -80,BRNA40,C10,BRNA40-C10,TRUE,Dropped brain on outside part of skull cap,NA,NA
U4214,fatty_acid,SFA4614,Frozen -80,BFASO43,43,BFASO43-43,TRUE,NA,NA,NA
U4214,isotope,SIS4614,Frozen -20,BISSO48,58,BISSO48-58,TRUE,NA,NA,NA
U1405,otolith,SOT1399,Dry,BOTPI2,A8,BOTPI2-A8,TRUE,NA,NA,NA
U4214,otolith,SOT4614,Dry,BOTSO35,43,BOTSO35-43,TRUE,NA,NA,NA
U4214,scale,U4214,Dry,BSC129,2,BSC129-2,TRUE,NA,NA,NA
U1406,otolith,SOT1400,Dry,BOTPI2,A9,BOTPI2-A9,TRUE,NA,NA,NA
U4214,genetic_stock_id,JS00440,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4215,RNA,U4215,Frozen -80,BRNA40,B10,BRNA40-B10,TRUE,NA,NA,NA
U4215,fatty_acid,SFA4615,Frozen -80,BFASO43,67,BFASO43-67,TRUE,NA,NA,NA
U4215,isotope,SIS4615,Frozen -20,BISSO48,72,BISSO48-72,TRUE,NA,NA,NA
U1407,otolith,SOT1401,Dry,BOTPI2,A11,BOTPI2-A11,TRUE,NA,NA,NA
U4215,otolith,SOT4615,Dry,BOTSO35,45,BOTSO35-45,TRUE,NA,NA,NA
U4215,scale,U4215,Dry,BSC129,3,BSC129-3,TRUE,NA,NA,NA
U1408,otolith,SOT1402,Dry,BOTPI2,A13,BOTPI2-A13,TRUE,1 otolith,NA,NA
U4215,sealice_cal,SLC4615,Frozen -80,BLC1,76,BLC1-76,TRUE,NA,NA,NA
U4215,genetic_stock_id,JS00145,Whatman Sheet,JW5,NA,JW5-NA,TRUE,NA,NA,NA
U4216,RNA,U4216,Frozen -80,BRNA40,A10,BRNA40-A10,TRUE,NA,NA,NA
U4216,fatty_acid,SFA4616,Frozen -80,BFASO43,74,BFASO43-74,TRUE,NA,NA,NA
U4216,isotope,SIS4616,Frozen -20,BISSO48,75,BISSO48-75,TRUE,NA,NA,NA
U2947,scale,U2947,Dry,BSC39,1,BSC39-1,TRUE,NA,NA,NA
U4216,otolith,SOT4616,Dry,BOTSO35,47,BOTSO35-47,TRUE,NA,NA,NA
U4216,scale,U4216,Dry,BSC129,4,BSC129-4,TRUE,NA,NA,NA
U2948,scale,U2948,Dry,BSC39,2,BSC39-2,TRUE,NA,NA,NA
U4216,genetic_stock_id,JS00138,Whatman Sheet,JW5,NA,JW5-NA,TRUE,NA,NA,NA
U4217,RNA,U4217,Frozen -80,BRNA41,H10,BRNA41-H10,TRUE,NA,NA,NA
U4217,fatty_acid,SFA4617,Frozen -80,BFASO43,96,BFASO43-96,TRUE,NA,NA,NA
U4217,isotope,SIS4617,Frozen -20,BISSO48,87,BISSO48-87,TRUE,NA,NA,NA
U2949,scale,U2949,Dry,BSC39,3,BSC39-3,TRUE,NA,NA,NA
U4217,otolith,SOT4617,Dry,BOTSO35,49,BOTSO35-49,TRUE,NA,NA,NA
U4217,scale,U4217,Dry,BSC129,5,BSC129-5,TRUE,NA,NA,NA
U2950,scale,U2950,Dry,BSC39,4,BSC39-4,TRUE,NA,NA,NA
U4217,genetic_stock_id,DS00364,Whatman Sheet,DW14,NA,DW14-NA,TRUE,NA,NA,NA
U4218,RNA,U4218,Frozen -80,BRNA41,G10,BRNA41-G10,TRUE,NA,NA,NA
U4218,fatty_acid,SFA4618,Frozen -80,BFASO43,100,BFASO43-100,TRUE,NA,NA,NA
U4218,isotope,SIS4618,Frozen -20,BISSO48,89,BISSO48-89,TRUE,NA,NA,NA
U2951,scale,U2951,Dry,BSC39,5,BSC39-5,TRUE,NA,NA,NA
U4218,otolith,SOT4618,Dry,BOTSO35,52,BOTSO35-52,TRUE,NA,NA,NA
U4218,scale,U4218,Dry,BSC129,6,BSC129-6,TRUE,NA,NA,NA
U2952,scale,U2952,Dry,BSC39,6,BSC39-6,TRUE,NA,NA,NA
U4218,genetic_stock_id,DS00390,Whatman Sheet,DW14,NA,DW14-NA,TRUE,NA,NA,NA
U4219,RNA,U4219,Frozen -80,BRNA41,F10,BRNA41-F10,TRUE,NA,NA,NA
U4219,fatty_acid,SFA4619,Frozen -80,BFASO44,5,BFASO44-5,TRUE,NA,NA,NA
U4219,isotope,SIS4619,Frozen -20,BISSO49,3,BISSO49-3,TRUE,NA,NA,NA
U2953,scale,U2953,Dry,BSC39,7,BSC39-7,TRUE,NA,NA,NA
U4219,otolith,SOT4619,Dry,BOTSO35,54,BOTSO35-54,TRUE,NA,NA,NA
U4219,scale,U4219,Dry,BSC129,7,BSC129-7,TRUE,NA,NA,NA
U2954,scale,U2954,Dry,BSC39,8,BSC39-8,TRUE,NA,NA,NA
U4219,genetic_stock_id,DS00385,Whatman Sheet,DW14,NA,DW14-NA,TRUE,NA,NA,NA
U4220,RNA,U4220,Frozen -80,BRNA41,E10,BRNA41-E10,TRUE,NA,NA,NA
U4220,fatty_acid,SFA4620,Frozen -80,BFASO44,14,BFASO44-14,TRUE,NA,NA,NA
U4220,isotope,SIS4620,Frozen -20,BISSO49,7,BISSO49-7,TRUE,NA,NA,NA
U2955,scale,U2955,Dry,BSC39,9,BSC39-9,TRUE,NA,NA,NA
U4220,otolith,SOT4620,Dry,BOTSO35,56,BOTSO35-56,TRUE,NA,NA,NA
U4220,scale,U4220,Dry,BSC129,8,BSC129-8,TRUE,NA,NA,NA
U2956,scale,U2956,Dry,BSC39,10,BSC39-10,TRUE,NA,NA,NA
U4220,genetic_stock_id,DS00371,Whatman Sheet,DW14,NA,DW14-NA,TRUE,NA,NA,NA
U4221,RNA,U4221,Frozen -80,BRNA41,D10,BRNA41-D10,TRUE,NA,NA,NA
U4221,fatty_acid,SFA4621,Frozen -80,BFASO44,20,BFASO44-20,TRUE,NA,NA,NA
U4221,isotope,SIS4621,Frozen -20,BISSO49,10,BISSO49-10,TRUE,NA,NA,NA
U2957,scale,U2957,Dry,BSC39,11,BSC39-11,TRUE,NA,NA,NA
U4221,otolith,SOT4621,Dry,BOTSO35,58,BOTSO35-58,TRUE,NA,NA,NA
U4221,scale,U4221,Dry,BSC129,9,BSC129-9,TRUE,NA,NA,NA
U2958,scale,U2958,Dry,BSC39,12,BSC39-12,TRUE,NA,NA,NA
U4221,genetic_stock_id,DS00175,Whatman Sheet,DW6,NA,DW6-NA,TRUE,NA,NA,NA
U4222,RNA,U4222,Frozen -80,BRNA42,H2,BRNA42-H2,TRUE,NA,NA,NA
U4222,fatty_acid,SFA4622,Frozen -80,BFASO44,65,BFASO44-65,TRUE,NA,NA,NA
U4222,isotope,SIS4622,Frozen -20,BISSO49,35,BISSO49-35,TRUE,NA,NA,NA
U2959,scale,U2959,Dry,BSC39,13,BSC39-13,TRUE,NA,NA,NA
U4222,otolith,SOT4622,Dry,BOTSO35,60,BOTSO35-60,TRUE,NA,NA,NA
U4222,scale,U4222,Dry,BSC129,10,BSC129-10,TRUE,NA,NA,NA
U2960,scale,U2960,Dry,BSC39,14,BSC39-14,TRUE,NA,NA,NA
U4222,genetic_stock_id,DS00986,Whatman Sheet,DW35,NA,DW35-NA,TRUE,NA,NA,NA
U4223,RNA,U4223,Frozen -80,BRNA42,G2,BRNA42-G2,TRUE,NA,NA,NA
U4223,fatty_acid,SFA4623,Frozen -80,BFASO44,72,BFASO44-72,TRUE,NA,NA,NA
U4223,isotope,SIS4623,Frozen -20,BISSO49,38,BISSO49-38,TRUE,NA,NA,NA
U2961,scale,U2961,Dry,BSC39,15,BSC39-15,TRUE,NA,NA,NA
U4223,otolith,SOT4623,Dry,BOTSO35,61,BOTSO35-61,TRUE,NA,NA,NA
U4223,scale,U4223,Dry,BSC129,11,BSC129-11,TRUE,NA,NA,NA
U2962,scale,U2962,Dry,BSC39,16,BSC39-16,TRUE,NA,NA,NA
U4223,genetic_stock_id,DS00984,Whatman Sheet,DW35,NA,DW35-NA,TRUE,NA,NA,NA
U4224,RNA,U4224,Frozen -80,BRNA42,F2,BRNA42-F2,TRUE,NA,NA,NA
U4224,fatty_acid,SFA4624,Frozen -80,BFASO44,78,BFASO44-78,TRUE,NA,NA,NA
U4224,isotope,SIS4624,Frozen -20,BISSO49,42,BISSO49-42,TRUE,NA,NA,NA
U2963,scale,U2963,Dry,BSC39,17,BSC39-17,TRUE,NA,NA,NA
U4224,otolith,SOT4624,Dry,BOTSO35,63,BOTSO35-63,TRUE,NA,NA,NA
U4224,scale,U4224,Dry,BSC129,12,BSC129-12,TRUE,NA,NA,NA
U2964,scale,U2964,Dry,BSC39,18,BSC39-18,TRUE,NA,NA,NA
U4224,genetic_stock_id,DS00988,Whatman Sheet,DW35,NA,DW35-NA,TRUE,NA,NA,NA
U4225,RNA,U4225,Frozen -80,BRNA40,H1,BRNA40-H1,TRUE,NA,NA,NA
U4225,fatty_acid,SFA4625,Frozen -80,BFASO40,78,BFASO40-78,TRUE,NA,NA,NA
U4226,isotope,SIS4626,Frozen -20,BISSO47,3,BISSO47-3,FALSE,NA,NA,NA
U2965,scale,U2965,Dry,BSC39,19,BSC39-19,TRUE,NA,NA,NA
U4225,otolith,SOT4625,Dry,BOTSO34,2,BOTSO34-2,TRUE,NA,NA,NA
U4225,scale,U4225,Dry,BSC68,41,BSC68-41,TRUE,NA,NA,NA
U4225,carcass,U4225,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4225,sealice_cal,SLC4625,Frozen -80,BLC1,1,BLC1-1,TRUE,NA,NA,NA
U4225,genetic_stock_id,DS00269,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4226,RNA,U4226,Frozen -80,BRNA40,G1,BRNA40-G1,TRUE,NA,NA,NA
U4226,fatty_acid,SFA4626,Frozen -80,BFASO40,81,BFASO40-81,TRUE,NA,NA,NA
U4230,isotope,SIS4630,Frozen -20,BISSO47,9,BISSO47-9,FALSE,NA,NA,NA
U2966,scale,U2966,Dry,BSC39,20,BSC39-20,TRUE,NA,NA,NA
U4226,otolith,SOT4626,Dry,BOTSO34,3,BOTSO34-3,TRUE,NA,NA,NA
U4226,scale,U4226,Dry,BSC68,42,BSC68-42,TRUE,NA,NA,NA
U4226,carcass,U4226,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4226,genetic_stock_id,DS00267,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4227,RNA,U4227,Frozen -80,BRNA40,F1,BRNA40-F1,TRUE,NA,NA,NA
U4227,fatty_acid,SFA4627,Frozen -80,BFASO40,83,BFASO40-83,TRUE,NA,NA,NA
U4227,isotope,SIS4627,Frozen -20,BISSO47,4,BISSO47-4,TRUE,NA,NA,NA
U2967,scale,U2967,Dry,BSC39,21,BSC39-21,TRUE,NA,NA,NA
U4227,otolith,SOT4627,Dry,BOTSO34,4,BOTSO34-4,TRUE,NA,NA,NA
U4227,scale,U4227,Dry,BSC68,43,BSC68-43,TRUE,NA,NA,NA
U4227,carcass,U4227,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4227,genetic_stock_id,DS00257,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4228,RNA,U4228,Frozen -80,BRNA40,E1,BRNA40-E1,TRUE,NA,NA,NA
U4228,fatty_acid,SFA4628,Frozen -80,BFASO40,86,BFASO40-86,TRUE,NA,NA,NA
U4228,isotope,SIS4628,Frozen -20,BISSO47,6,BISSO47-6,TRUE,NA,NA,NA
U2968,scale,U2968,Dry,BSC39,22,BSC39-22,TRUE,NA,NA,NA
U4228,otolith,SOT4628,Dry,BOTSO34,5,BOTSO34-5,TRUE,NA,NA,NA
U4228,scale,U4228,Dry,BSC68,44,BSC68-44,TRUE,NA,NA,NA
U4228,carcass,U4228,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4228,genetic_stock_id,DS00268,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4229,RNA,U4229,Frozen -80,BRNA40,D1,BRNA40-D1,TRUE,NA,NA,NA
U4229,fatty_acid,SFA4629,Frozen -80,BFASO40,92,BFASO40-92,TRUE,NA,NA,NA
U4229,isotope,SIS4629,Frozen -20,BISSO47,8,BISSO47-8,TRUE,NA,NA,NA
U2969,scale,U2969,Dry,BSC39,23,BSC39-23,TRUE,NA,NA,NA
U4229,otolith,SOT4629,Dry,BOTSO34,6,BOTSO34-6,TRUE,NA,NA,NA
U4229,scale,U4229,Dry,BSC68,45,BSC68-45,TRUE,NA,NA,NA
U4229,carcass,U4229,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4229,genetic_stock_id,DS00270,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4230,RNA,U4230,Frozen -80,BRNA40,C1,BRNA40-C1,TRUE,NA,NA,NA
U4230,fatty_acid,SFA4630,Frozen -80,BFASO40,94,BFASO40-94,TRUE,NA,NA,NA
U4239,otolith,SOT4639,Dry,BOTSO34,22,BOTSO34-22,FALSE,NA,NA,NA
U2970,scale,U2970,Dry,BSC39,24,BSC39-24,TRUE,NA,NA,NA
U4230,otolith,SOT4630,Dry,BOTSO34,7,BOTSO34-7,TRUE,NA,NA,NA
U4230,scale,U4230,Dry,BSC68,46,BSC68-46,TRUE,NA,NA,NA
U4230,carcass,U4230,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4230,genetic_stock_id,DS00266,Whatman Sheet,DW9,NA,DW9-NA,TRUE,NA,NA,NA
U4231,RNA,U4231,Frozen -80,BRNA40,B1,BRNA40-B1,TRUE,NA,NA,NA
U4231,fatty_acid,SFA4631,Frozen -80,BFASO41,20,BFASO41-20,TRUE,NA,NA,NA
U4231,isotope,SIS4631,Frozen -20,BISSO47,25,BISSO47-25,TRUE,NA,NA,NA
U2971,scale,U2971,Dry,BSC39,25,BSC39-25,TRUE,NA,NA,NA
U4231,otolith,SOT4631,Dry,BOTSO34,8,BOTSO34-8,TRUE,NA,NA,NA
U4231,scale,U4231,Dry,BSC68,47,BSC68-47,TRUE,NA,NA,NA
U4231,carcass,U4231,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4231,sealice_cal,SLC4631,Frozen -80,BLC1,7,BLC1-7,TRUE,NA,NA,NA
U4231,genetic_stock_id,JS00423,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4232,RNA,U4232,Frozen -80,BRNA40,A1,BRNA40-A1,TRUE,NA,NA,NA
U4232,fatty_acid,SFA4632,Frozen -80,BFASO41,21,BFASO41-21,TRUE,NA,NA,NA
U4232,isotope,SIS4632,Frozen -20,BISSO47,26,BISSO47-26,TRUE,NA,NA,NA
U2972,scale,U2972,Dry,BSC39,26,BSC39-26,TRUE,NA,NA,NA
U4232,otolith,SOT4632,Dry,BOTSO34,9,BOTSO34-9,TRUE,NA,NA,NA
U4232,scale,U4232,Dry,BSC68,48,BSC68-48,TRUE,NA,NA,NA
U4232,carcass,U4232,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4232,genetic_stock_id,JS00427,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4233,RNA,U4233,Frozen -80,BRNA40,H5,BRNA40-H5,TRUE,NA,NA,NA
U4233,fatty_acid,SFA4633,Frozen -80,BFASO41,23,BFASO41-23,TRUE,NA,NA,NA
U4233,isotope,SIS4633,Frozen -20,BISSO47,27,BISSO47-27,TRUE,NA,NA,NA
U2973,scale,U2973,Dry,BSC39,27,BSC39-27,TRUE,NA,NA,NA
U4233,otolith,SOT4633,Dry,BOTSO34,11,BOTSO34-11,TRUE,NA,NA,NA
U4233,scale,U4233,Dry,BSC68,49,BSC68-49,TRUE,NA,NA,NA
U4233,carcass,U4233,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4233,genetic_stock_id,JS00430,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4234,RNA,U4234,Frozen -80,BRNA40,G5,BRNA40-G5,TRUE,NA,NA,NA
U4234,fatty_acid,SFA4634,Frozen -80,BFASO41,25,BFASO41-25,TRUE,NA,NA,NA
U4234,isotope,SIS4634,Frozen -20,BISSO47,28,BISSO47-28,TRUE,NA,NA,NA
U2974,scale,U2974,Dry,BSC39,28,BSC39-28,TRUE,NA,NA,NA
U4234,otolith,SOT4634,Dry,BOTSO34,12,BOTSO34-12,TRUE,NA,NA,NA
U4234,scale,U4234,Dry,BSC68,50,BSC68-50,TRUE,NA,NA,NA
U4234,carcass,U4234,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4234,genetic_stock_id,JS00426,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4235,RNA,U4235,Frozen -80,BRNA40,F5,BRNA40-F5,TRUE,NA,NA,NA
U4235,fatty_acid,SFA4635,Frozen -80,BFASO41,27,BFASO41-27,TRUE,NA,NA,NA
U4235,isotope,SIS4635,Frozen -20,BISSO47,29,BISSO47-29,TRUE,NA,NA,NA
U2975,scale,U2975,Dry,BSC39,29,BSC39-29,TRUE,NA,NA,NA
U4235,otolith,SOT4635,Dry,BOTSO34,13,BOTSO34-13,TRUE,NA,NA,NA
U4235,scale,U4235,Dry,BSC104,1,BSC104-1,TRUE,NA,NA,NA
U4235,carcass,U4235,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4235,genetic_stock_id,JS00429,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4236,RNA,U4236,Frozen -80,BRNA40,E5,BRNA40-E5,TRUE,NA,NA,NA
U4236,fatty_acid,SFA4636,Frozen -80,BFASO41,29,BFASO41-29,TRUE,NA,NA,NA
U4236,isotope,SIS4636,Frozen -20,BISSO47,31,BISSO47-31,TRUE,NA,NA,NA
U2976,scale,U2976,Dry,BSC39,30,BSC39-30,TRUE,NA,NA,NA
U4236,otolith,SOT4636,Dry,BOTSO34,15,BOTSO34-15,TRUE,NA,NA,NA
U4236,scale,U4236,Dry,BSC104,2,BSC104-2,TRUE,NA,NA,NA
U4236,carcass,U4236,Frozen -20,BCA56,NA,BCA56-NA,TRUE,NA,NA,NA
U4236,genetic_stock_id,JS00422,Whatman Sheet,JW15,NA,JW15-NA,TRUE,NA,NA,NA
U4237,RNA,U4237,Frozen -80,BRNA40,D5,BRNA40-D5,TRUE,NA,NA,NA
U4237,fatty_acid,SFA4637,Frozen -80,BFASO41,32,BFASO41-32,TRUE,NA,NA,NA
U4237,isotope,SIS4637,Frozen -20,BISSO47,32,BISSO47-32,TRUE,NA,NA,NA
U2977,scale,U2977,Dry,BSC39,31,BSC39-31,TRUE,NA,NA,NA
